Instance, Start Time, Type, NE, Alarm No, Description, Supp Info, Cancle Time, Star Rating
1685,2017-10-27 03:40:31.94,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:40:32.96,.
2579,2017-10-27 04:16:41.63,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 04:16:43.99,.
1214,2017-10-27 03:22:55.81,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:22:59.94,.
1215,2017-10-27 03:22:55.96,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:22:59.68,.
2581,2017-10-27 04:16:42.93,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 04:16:43.65,.
1216,2017-10-27 03:23:00.81,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:23:01.18,.
3049,2017-10-27 04:38:31.66,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 04:38:31.91,.
1334,2017-10-27 03:27:00.92,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:27:02.38,.
1217,2017-10-27 03:23:05.53,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:23:09.58,.
1607,2017-10-27 03:37:50.49,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0006 00 00,2017-10-27 03:39:04.53,..
2971,2017-10-27 04:35:23.24,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:35:24.20,.
1218,2017-10-27 03:23:05.77,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:23:09.80,.
1219,2017-10-27 03:23:05.93,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:23:09.80,.
2585,2017-10-27 04:16:43.20,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 04:16:43.82,.
1220,2017-10-27 03:23:15.65,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:23:19.39,.
1221,2017-10-27 03:23:15.80,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:23:19.76,.
1335,2017-10-27 03:27:00.93,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:27:02.65,.
2587,2017-10-27 04:16:53.08,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 04:16:53.91,.
1222,2017-10-27 03:23:15.81,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:23:19.66,.
1358,2017-10-27 03:28:10.42,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:28:10.48,.
1608,2017-10-27 03:37:50.49,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0071 00 00,2017-10-27 03:39:04.52,..
2588,2017-10-27 04:16:53.14,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 04:16:53.54,.
1223,2017-10-27 03:23:17.17,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:23:19.43,.
1224,2017-10-27 03:23:25.62,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:23:32.38,.
1225,2017-10-27 03:23:25.68,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:23:32.40,.
267,2017-10-27 03:03:01.30,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:03:01.94,.
2591,2017-10-27 04:17:02.23,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 04:17:02.59,.
1226,2017-10-27 03:23:25.87,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:23:32.43,.
1336,2017-10-27 03:27:01.14,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:27:30.96,.
1227,2017-10-27 03:23:26.10,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:23:32.69,.
1631,2017-10-27 03:38:23.97,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 0093 FFFF,2017-10-27 03:40:20.10,.
1609,2017-10-27 03:37:50.50,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,007B 00 00,2017-10-27 03:39:04.54,..
2593,2017-10-27 04:17:02.69,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 04:17:02.79,.
1228,2017-10-27 03:23:30.99,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:23:32.17,.
1229,2017-10-27 03:23:31.09,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:23:32.17,.
2995,2017-10-27 04:36:22.39,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 04:36:24.54,.
1230,2017-10-27 03:23:31.44,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:23:32.23,.
1231,2017-10-27 03:23:31.46,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:23:32.47,.
1337,2017-10-27 03:27:01.63,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:27:02.32,.
2597,2017-10-27 04:17:37.29,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 04:17:41.47,.
2701,2017-10-27 04:21:22.98,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:21:23.86,.
1232,2017-10-27 03:23:31.60,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:24:09.79,.
1610,2017-10-27 03:37:50.50,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,017E 00 00,2017-10-27 03:39:04.52,..
1233,2017-10-27 03:23:31.61,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:23:32.62,.
1413,2017-10-27 03:31:29.63,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:31:29.89,.
2599,2017-10-27 04:17:51.58,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 04:17:51.77,.
1234,2017-10-27 03:23:31.77,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:23:32.56,.
1235,2017-10-27 03:23:32.02,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:23:32.31,.
1236,2017-10-27 03:23:36.05,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:23:42.65,.
1338,2017-10-27 03:27:01.64,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:27:02.45,.
247,2017-10-27 03:02:41.25,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:02:41.87,.
1611,2017-10-27 03:37:50.50,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,05F5 00 00,2017-10-27 03:39:04.51,..
2603,2017-10-27 04:18:12.14,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 04:18:12.42,.
2975,2017-10-27 04:35:23.59,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 04:35:24.22,.
1238,2017-10-27 03:23:36.14,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:23:42.24,.
1239,2017-10-27 03:23:36.36,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:23:42.31,.
2605,2017-10-27 04:18:52.06,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 04:18:53.78,.
1240,2017-10-27 03:23:47.19,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:23:52.47,.
1241,2017-10-27 03:23:47.19,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:23:52.45,.
1339,2017-10-27 03:27:01.65,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:27:02.31,.
1242,2017-10-27 03:23:47.19,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:23:52.14,.
1612,2017-10-27 03:37:50.50,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0075 00 00,2017-10-27 03:39:04.53,..
1243,2017-10-27 03:23:50.51,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:23:52.12,.
2609,2017-10-27 04:18:52.71,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:18:53.68,.
1244,2017-10-27 03:23:50.64,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:23:52.35,.
2192,2017-10-27 03:55:40.40,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:55:40.43,.
1245,2017-10-27 03:23:51.07,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:23:52.15,.
2611,2017-10-27 04:18:53.00,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 04:18:54.04,.
1246,2017-10-27 03:23:51.43,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:23:52.12,.
1340,2017-10-27 03:27:01.66,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:27:02.33,.
1247,2017-10-27 03:23:51.60,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:23:52.35,.
1359,2017-10-27 03:28:10.42,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:28:10.54,.
1613,2017-10-27 03:37:50.50,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,007F 00 00,2017-10-27 03:39:04.54,..
1429,2017-10-27 03:32:39.60,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:32:40.41,.
1248,2017-10-27 03:23:51.75,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:23:52.20,.
1249,2017-10-27 03:23:51.80,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:23:52.43,.
2615,2017-10-27 04:18:53.26,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 04:18:53.53,.
1250,2017-10-27 03:23:51.87,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:23:52.38,.
268,2017-10-27 03:03:01.46,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:03:02.03,.
1251,2017-10-27 03:23:56.14,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:24:02.20,.
1341,2017-10-27 03:27:01.80,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:27:02.34,.
2617,2017-10-27 04:19:12.34,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 04:19:13.80,.
1252,2017-10-27 03:24:01.61,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0031 00 00,2017-10-27 03:24:11.41,..
1614,2017-10-27 03:37:50.51,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,04EA 00 00,2017-10-27 03:39:04.53,..
2618,2017-10-27 04:19:12.77,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 04:19:14.06,.
1253,2017-10-27 03:24:15.66,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:24:19.91,.
1254,2017-10-27 03:24:19.75,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:24:19.75,.
2621,2017-10-27 04:19:13.00,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 04:19:13.67,.
1342,2017-10-27 03:27:01.81,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:27:02.31,.
1615,2017-10-27 03:37:50.51,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,007D 00 00,2017-10-27 03:39:04.54,..
2623,2017-10-27 04:19:13.04,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 04:19:13.97,.
1414,2017-10-27 03:31:29.82,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:31:30.00,.
3252,2017-10-27 04:46:03.77,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 04:46:04.60,.
2287,2017-10-27 04:01:01.93,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 04:01:03.40,.
1343,2017-10-27 03:27:02.01,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:27:02.31,.
2627,2017-10-27 04:19:13.69,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:19:13.79,.
2707,2017-10-27 04:21:23.16,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 04:21:44.17,.
1262,2017-10-27 03:24:40.99,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:24:42.54,.
1263,2017-10-27 03:24:40.99,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:24:42.38,.
1687,2017-10-27 03:40:32.18,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:40:32.76,.
1264,2017-10-27 03:24:41.07,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:24:42.25,.
1265,2017-10-27 03:24:41.26,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:24:42.54,.
1266,2017-10-27 03:24:41.32,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:24:42.40,.
1344,2017-10-27 03:27:02.25,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:27:02.72,.
2708,2017-10-27 04:21:23.28,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 04:21:24.14,.
253,2017-10-27 03:02:45.65,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:02:51.99,.
1617,2017-10-27 03:37:50.51,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,05F6 00 00,2017-10-27 03:39:04.52,..
1268,2017-10-27 03:24:41.58,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:24:42.48,.
1269,2017-10-27 03:24:41.68,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:24:42.36,.
1270,2017-10-27 03:24:41.78,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:24:42.36,.
1271,2017-10-27 03:24:41.80,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:24:42.48,.
1345,2017-10-27 03:27:12.18,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:27:12.36,.
1272,2017-10-27 03:24:41.82,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:25:59.83,.
1360,2017-10-27 03:28:10.52,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:28:10.98,.
1618,2017-10-27 03:37:50.51,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0081 00 00,2017-10-27 03:39:04.54,..
1273,2017-10-27 03:24:42.02,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:24:42.25,.
2639,2017-10-27 04:19:41.11,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:19:41.13,.
1365,2017-10-27 03:28:30.87,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:28:31.35,.
1363,2017-10-27 03:28:19.82,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:28:20.02,.
1346,2017-10-27 03:27:21.19,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:27:22.53,.
1619,2017-10-27 03:37:50.52,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,00BE 00 00,2017-10-27 03:39:04.52,..
1278,2017-10-27 03:25:01.40,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:25:02.47,.
1279,2017-10-27 03:25:01.54,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:25:02.23,.
2645,2017-10-27 04:19:52.00,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 04:19:53.81,.
1280,2017-10-27 03:25:01.58,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:25:02.37,.
2647,2017-10-27 04:19:52.18,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 04:19:54.00,.
2711,2017-10-27 04:21:42.78,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 04:21:43.75,.
1620,2017-10-27 03:37:52.35,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:37:54.01,.
2648,2017-10-27 04:19:52.24,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 04:20:13.85,.
1415,2017-10-27 03:31:29.82,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:31:29.83,.
1285,2017-10-27 03:25:01.87,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:25:02.60,.
2779,2017-10-27 04:25:47.23,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 04:25:52.15,.
2651,2017-10-27 04:19:52.59,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 04:19:53.52,.
1348,2017-10-27 03:27:21.61,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:27:22.42,.
1621,2017-10-27 03:37:53.73,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,009C 00 00,2017-10-27 03:38:03.44,..
2653,2017-10-27 04:19:52.77,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 04:19:53.82,.
2167,2017-10-27 03:54:57.61,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:55:03.55,.
1291,2017-10-27 03:25:20.89,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:25:22.35,.
272,2017-10-27 03:03:05.80,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:03:11.98,.
1349,2017-10-27 03:27:21.76,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:27:22.46,.
2713,2017-10-27 04:21:42.97,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 04:21:43.98,.
1622,2017-10-27 03:37:57.21,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:38:00.99,.
2659,2017-10-27 04:20:12.16,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 04:20:13.94,.
3259,2017-10-27 04:46:23.80,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:46:24.31,.
1350,2017-10-27 03:27:21.79,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:27:22.50,.
1297,2017-10-27 03:25:21.69,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:25:22.20,.
259,2017-10-27 03:02:55.47,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:03:01.92,.
1623,2017-10-27 03:38:01.04,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:38:01.31,.
1298,2017-10-27 03:25:21.75,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:25:22.34,.
2665,2017-10-27 04:20:13.07,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 04:20:13.59,.
2725,2017-10-27 04:22:31.24,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 04:22:31.54,.
270,2017-10-27 03:03:04.99,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:03:09.43,.
1301,2017-10-27 03:25:32.53,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:25:32.68,.
1351,2017-10-27 03:27:21.85,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:27:22.44,.
260,2017-10-27 03:02:55.47,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:02:59.48,.
1624,2017-10-27 03:38:05.98,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:38:10.50,.
